observed,observed_source,station,aqi,band,governing_pollutant,aqi_limit,above_limit
2026-08-28T12:00:00+05:30,28-08-2026 12:00:00,"CRRI Mathura Road, Delhi - IITM",131,Moderately Polluted,PM10,100,1
2026-08-28T12:00:00+05:30,28-08-2026 12:00:00,"Okhla Phase-2, Delhi - DPCC",130,Moderately Polluted,PM10,100,1
2026-08-28T12:00:00+05:30,28-08-2026 12:00:00,"Pusa, Delhi - DPCC",129,Moderately Polluted,PM10,100,1
2026-08-28T12:00:00+05:30,28-08-2026 12:00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC",128,Moderately Polluted,PM10,100,1
2026-08-28T12:00:00+05:30,28-08-2026 12:00:00,"IGI Airport (T3), Delhi - IITM",126,Moderately Polluted,PM10,100,1
2026-08-28T12:00:00+05:30,28-08-2026 12:00:00,"Ashok Vihar, Delhi - DPCC",126,Moderately Polluted,PM10,100,1
2026-08-28T12:00:00+05:30,28-08-2026 12:00:00,"ITO, Delhi - CPCB",124,Moderately Polluted,PM10,100,1
2026-08-28T12:00:00+05:30,28-08-2026 12:00:00,"Bawana, Delhi - DPCC",124,Moderately Polluted,PM2.5,100,1
2026-08-28T12:00:00+05:30,28-08-2026 12:00:00,"IMD Lodhi Road, Delhi - IITM",124,Moderately Polluted,PM10,100,1
2026-08-28T12:00:00+05:30,28-08-2026 12:00:00,"Vivek Vihar, Delhi - DPCC",123,Moderately Polluted,PM10,100,1
2026-08-28T12:00:00+05:30,28-08-2026 12:00:00,"Aya Nagar, Delhi - IITM",123,Moderately Polluted,PM10,100,1
2026-08-28T12:00:00+05:30,28-08-2026 12:00:00,"Sri Aurobindo Marg, Delhi - DPCC",122,Moderately Polluted,PM10,100,1
2026-08-28T12:00:00+05:30,28-08-2026 12:00:00,"Narela, Delhi - DPCC",121,Moderately Polluted,PM10,100,1
2026-08-28T12:00:00+05:30,28-08-2026 12:00:00,"Najafgarh, Delhi - DPCC",120,Moderately Polluted,PM10,100,1
2026-08-28T12:00:00+05:30,28-08-2026 12:00:00,"Patparganj, Delhi - DPCC",118,Moderately Polluted,PM10,100,1
2026-08-28T12:00:00+05:30,28-08-2026 12:00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC",118,Moderately Polluted,PM10,100,1
2026-08-28T12:00:00+05:30,28-08-2026 12:00:00,"NSUT Jaffarpur, Delhi - DPCC",114,Moderately Polluted,PM10,100,1
2026-08-28T12:00:00+05:30,28-08-2026 12:00:00,"Burari Crossing, Delhi - IITM",113,Moderately Polluted,PM10,100,1
2026-08-28T12:00:00+05:30,28-08-2026 12:00:00,"Mandir Marg, Delhi - DPCC",113,Moderately Polluted,PM10,100,1
2026-08-28T12:00:00+05:30,28-08-2026 12:00:00,"Pusa, Delhi - IITM",112,Moderately Polluted,PM10,100,1
2026-08-28T12:00:00+05:30,28-08-2026 12:00:00,"Major Dhyan Chand National Stadium, Delhi - DPCC",111,Moderately Polluted,PM10,100,1
2026-08-28T12:00:00+05:30,28-08-2026 12:00:00,"Talkatora Garden, Delhi - DPCC",108,Moderately Polluted,PM10,100,1
2026-08-28T12:00:00+05:30,28-08-2026 12:00:00,"Commonwealth Sports Complex, Delhi - DPCC",106,Moderately Polluted,PM10,100,1
2026-08-28T12:00:00+05:30,28-08-2026 12:00:00,"IGNOU_Maidan Garhi, Delhi - DPCC",103,Moderately Polluted,PM10,100,1
2026-08-28T12:00:00+05:30,28-08-2026 12:00:00,"JNU, Delhi - DPCC",102,Moderately Polluted,PM10,100,1
2026-08-28T12:00:00+05:30,28-08-2026 12:00:00,"DTU, Delhi - CPCB",100,Satisfactory,PM10,100,0
2026-08-28T12:00:00+05:30,28-08-2026 12:00:00,"NSIT Dwarka, Delhi - CPCB",99,Satisfactory,PM10,100,0
2026-08-28T12:00:00+05:30,28-08-2026 12:00:00,"Chandni Chowk, Delhi - IITM",93,Satisfactory,PM10,100,0
2026-08-28T12:00:00+05:30,28-08-2026 12:00:00,"IHBAS, Dilshad Garden, Delhi - CPCB",90,Satisfactory,PM10,100,0
2026-08-28T12:00:00+05:30,28-08-2026 12:00:00,"Shadipur, Delhi - CPCB",81,Satisfactory,PM10,100,0
2026-08-28T12:00:00+05:30,28-08-2026 12:00:00,"Alipur, Delhi - DPCC",76,Satisfactory,NO2,100,0
2026-08-28T12:00:00+05:30,28-08-2026 12:00:00,"Cantonment Area, Delhi - DPCC",60,Satisfactory,PM10,100,0
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"Anand Vihar, Delhi - DPCC",235,Poor,PM2.5,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"Wazirpur, Delhi - DPCC",215,Poor,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"Dwarka-Sector 8, Delhi - DPCC",191,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"IIT Delhi, Delhi - IITM",181,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"Jahangirpuri, Delhi - DPCC",155,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"North Campus, DU, Delhi - IITM",154,Moderately Polluted,NO2,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"Rohini, Delhi - DPCC",153,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"Nehru Nagar, Delhi - DPCC",153,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"Mundka, Delhi - DPCC",146,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"Punjabi Bagh, Delhi - DPCC",141,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"Sonia Vihar, Delhi - DPCC",137,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"Sirifort, Delhi - CPCB",136,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"CRRI Mathura Road, Delhi - IITM",132,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"R K Puram, Delhi - DPCC",132,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"Okhla Phase-2, Delhi - DPCC",131,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC",129,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"Pusa, Delhi - DPCC",129,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"IGI Airport (T3), Delhi - IITM",127,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"Ashok Vihar, Delhi - DPCC",126,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"IMD Lodhi Road, Delhi - IITM",124,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"ITO, Delhi - CPCB",124,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"Aya Nagar, Delhi - IITM",123,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"Narela, Delhi - DPCC",122,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"Vivek Vihar, Delhi - DPCC",122,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"Sri Aurobindo Marg, Delhi - DPCC",122,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"Bawana, Delhi - DPCC",120,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"Najafgarh, Delhi - DPCC",120,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC",119,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"Patparganj, Delhi - DPCC",117,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"NSUT Jaffarpur, Delhi - DPCC",114,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"Burari Crossing, Delhi - IITM",113,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"Major Dhyan Chand National Stadium, Delhi - DPCC",112,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"Mandir Marg, Delhi - DPCC",112,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"Pusa, Delhi - IITM",112,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"Talkatora Garden, Delhi - DPCC",109,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"Commonwealth Sports Complex, Delhi - DPCC",106,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"IGNOU_Maidan Garhi, Delhi - DPCC",104,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"JNU, Delhi - DPCC",104,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"DTU, Delhi - CPCB",101,Moderately Polluted,PM10,100,1
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"NSIT Dwarka, Delhi - CPCB",99,Satisfactory,PM10,100,0
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"Chandni Chowk, Delhi - IITM",92,Satisfactory,PM10,100,0
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"IHBAS, Dilshad Garden, Delhi - CPCB",89,Satisfactory,PM10,100,0
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"Shadipur, Delhi - CPCB",80,Satisfactory,PM10,100,0
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"Alipur, Delhi - DPCC",75,Satisfactory,NO2,100,0
2026-08-28T13:00:00+05:30,28-08-2026 13:00:00,"Cantonment Area, Delhi - DPCC",62,Satisfactory,PM10,100,0
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"Anand Vihar, Delhi - DPCC",235,Poor,PM2.5,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"Wazirpur, Delhi - DPCC",214,Poor,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"Dwarka-Sector 8, Delhi - DPCC",193,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"IIT Delhi, Delhi - IITM",184,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"Rohini, Delhi - DPCC",155,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"Jahangirpuri, Delhi - DPCC",155,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"Nehru Nagar, Delhi - DPCC",153,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"North Campus, DU, Delhi - IITM",150,Moderately Polluted,NO2,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"Mundka, Delhi - DPCC",147,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"Punjabi Bagh, Delhi - DPCC",142,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"Sonia Vihar, Delhi - DPCC",137,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"Sirifort, Delhi - CPCB",136,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"CRRI Mathura Road, Delhi - IITM",133,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"R K Puram, Delhi - DPCC",132,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"Okhla Phase-2, Delhi - DPCC",132,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC",130,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"Pusa, Delhi - DPCC",130,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"Ashok Vihar, Delhi - DPCC",127,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"IGI Airport (T3), Delhi - IITM",127,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"ITO, Delhi - CPCB",124,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"Sri Aurobindo Marg, Delhi - DPCC",124,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"Aya Nagar, Delhi - IITM",123,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"IMD Lodhi Road, Delhi - IITM",123,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"Narela, Delhi - DPCC",123,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"Najafgarh, Delhi - DPCC",121,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"Bawana, Delhi - DPCC",120,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC",120,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"Vivek Vihar, Delhi - DPCC",118,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"Patparganj, Delhi - DPCC",116,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"NSUT Jaffarpur, Delhi - DPCC",114,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"Burari Crossing, Delhi - IITM",113,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"Major Dhyan Chand National Stadium, Delhi - DPCC",112,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"Mandir Marg, Delhi - DPCC",112,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"Pusa, Delhi - IITM",112,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"Talkatora Garden, Delhi - DPCC",109,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"Commonwealth Sports Complex, Delhi - DPCC",105,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"JNU, Delhi - DPCC",105,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"IGNOU_Maidan Garhi, Delhi - DPCC",104,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"DTU, Delhi - CPCB",102,Moderately Polluted,PM10,100,1
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"NSIT Dwarka, Delhi - CPCB",100,Satisfactory,PM10,100,0
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"Chandni Chowk, Delhi - IITM",90,Satisfactory,PM10,100,0
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"IHBAS, Dilshad Garden, Delhi - CPCB",88,Satisfactory,PM10,100,0
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"Shadipur, Delhi - CPCB",81,Satisfactory,PM10,100,0
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"Alipur, Delhi - DPCC",75,Satisfactory,NO2,100,0
2026-08-28T14:00:00+05:30,28-08-2026 14:00:00,"Cantonment Area, Delhi - DPCC",63,Satisfactory,PM10,100,0
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"Anand Vihar, Delhi - DPCC",235,Poor,PM2.5,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"Wazirpur, Delhi - DPCC",209,Poor,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"Dwarka-Sector 8, Delhi - DPCC",188,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"IIT Delhi, Delhi - IITM",185,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"Rohini, Delhi - DPCC",156,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"Jahangirpuri, Delhi - DPCC",155,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"Nehru Nagar, Delhi - DPCC",152,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"Mundka, Delhi - DPCC",147,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"North Campus, DU, Delhi - IITM",146,Moderately Polluted,NO2,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"Punjabi Bagh, Delhi - DPCC",142,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"Sonia Vihar, Delhi - DPCC",137,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"Sirifort, Delhi - CPCB",136,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"CRRI Mathura Road, Delhi - IITM",135,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"Pusa, Delhi - DPCC",133,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"R K Puram, Delhi - DPCC",133,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"Okhla Phase-2, Delhi - DPCC",133,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC",131,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"IGI Airport (T3), Delhi - IITM",129,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"Ashok Vihar, Delhi - DPCC",126,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"ITO, Delhi - CPCB",124,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"Narela, Delhi - DPCC",124,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"Sri Aurobindo Marg, Delhi - DPCC",124,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"Aya Nagar, Delhi - IITM",122,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"Najafgarh, Delhi - DPCC",122,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC",120,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"IMD Lodhi Road, Delhi - IITM",120,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"Bawana, Delhi - DPCC",119,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"Vivek Vihar, Delhi - DPCC",116,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"NSUT Jaffarpur, Delhi - DPCC",114,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"Patparganj, Delhi - DPCC",114,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"Mandir Marg, Delhi - DPCC",113,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"Major Dhyan Chand National Stadium, Delhi - DPCC",112,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"Pusa, Delhi - IITM",112,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"Burari Crossing, Delhi - IITM",112,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"Talkatora Garden, Delhi - DPCC",109,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"IGNOU_Maidan Garhi, Delhi - DPCC",105,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"Commonwealth Sports Complex, Delhi - DPCC",105,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"JNU, Delhi - DPCC",105,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"DTU, Delhi - CPCB",102,Moderately Polluted,PM10,100,1
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"NSIT Dwarka, Delhi - CPCB",100,Satisfactory,PM10,100,0
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"Chandni Chowk, Delhi - IITM",88,Satisfactory,PM10,100,0
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"IHBAS, Dilshad Garden, Delhi - CPCB",87,Satisfactory,PM10,100,0
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"Shadipur, Delhi - CPCB",81,Satisfactory,PM10,100,0
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"Alipur, Delhi - DPCC",74,Satisfactory,NO2,100,0
2026-08-28T15:00:00+05:30,28-08-2026 15:00:00,"Cantonment Area, Delhi - DPCC",64,Satisfactory,PM10,100,0
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"Anand Vihar, Delhi - DPCC",239,Poor,PM2.5,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"Wazirpur, Delhi - DPCC",204,Poor,PM10,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"IIT Delhi, Delhi - IITM",188,Moderately Polluted,PM10,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"Dwarka-Sector 8, Delhi - DPCC",185,Moderately Polluted,PM10,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"Rohini, Delhi - DPCC",157,Moderately Polluted,PM10,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"Jahangirpuri, Delhi - DPCC",155,Moderately Polluted,PM10,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"Nehru Nagar, Delhi - DPCC",151,Moderately Polluted,PM10,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"Mundka, Delhi - DPCC",146,Moderately Polluted,PM10,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"North Campus, DU, Delhi - IITM",144,Moderately Polluted,NO2,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"Punjabi Bagh, Delhi - DPCC",142,Moderately Polluted,PM10,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"CRRI Mathura Road, Delhi - IITM",137,Moderately Polluted,PM10,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"Sonia Vihar, Delhi - DPCC",136,Moderately Polluted,PM10,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"Sirifort, Delhi - CPCB",136,Moderately Polluted,PM10,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"R K Puram, Delhi - DPCC",134,Moderately Polluted,PM10,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"Pusa, Delhi - DPCC",133,Moderately Polluted,PM10,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"Okhla Phase-2, Delhi - DPCC",132,Moderately Polluted,PM10,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC",131,Moderately Polluted,PM10,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"IGI Airport (T3), Delhi - IITM",129,Moderately Polluted,PM10,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"Narela, Delhi - DPCC",126,Moderately Polluted,PM10,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"Ashok Vihar, Delhi - DPCC",126,Moderately Polluted,PM10,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"ITO, Delhi - CPCB",125,Moderately Polluted,PM10,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"Sri Aurobindo Marg, Delhi - DPCC",125,Moderately Polluted,PM10,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"Najafgarh, Delhi - DPCC",124,Moderately Polluted,PM10,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"Aya Nagar, Delhi - IITM",122,Moderately Polluted,PM10,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC",121,Moderately Polluted,PM10,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"IMD Lodhi Road, Delhi - IITM",120,Moderately Polluted,PM10,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"Bawana, Delhi - DPCC",119,Moderately Polluted,PM10,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"Vivek Vihar, Delhi - DPCC",115,Moderately Polluted,PM10,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"NSUT Jaffarpur, Delhi - DPCC",115,Moderately Polluted,PM10,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"Pusa, Delhi - IITM",114,Moderately Polluted,PM10,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"Patparganj, Delhi - DPCC",114,Moderately Polluted,PM10,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"Major Dhyan Chand National Stadium, Delhi - DPCC",112,Moderately Polluted,PM10,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"Burari Crossing, Delhi - IITM",112,Moderately Polluted,PM10,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"Mandir Marg, Delhi - DPCC",112,Moderately Polluted,PM10,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"Talkatora Garden, Delhi - DPCC",110,Moderately Polluted,PM10,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"Commonwealth Sports Complex, Delhi - DPCC",106,Moderately Polluted,PM10,100,1
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,"IGNOU_Maidan Garhi, Delhi - DPCC",105,Moderately Polluted,PM10,100,1
